College,Branch,Category,Gender,Region,Technical/Non Technical,Round,Cutoff %
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,73.8
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,85
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Electrical Engineering,EWS,G,State Level,Non Technical,1,62.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Electrical Engineering,TFWS,G,State Level,Non Technical,1,71.4
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,75.2
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,SC,M,Home District,Non Technical,1,57.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,NTA,M,Home District,Non Technical,1,66.8
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,NTB,M,Home District,Non Technical,1,72.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,NTC,M,Home District,Non Technical,1,65
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OBC,M,Home District,Non Technical,1,65
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,73.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,71.4
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,M,Home District,Technical,1,84.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,SC,M,Home District,Technical,1,80.4
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OBC,M,Home District,Technical,1,76
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,69.6
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,59
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,NTA,M,Other Than Home District,Non Technical,1,62.2
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,60.8
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,SC,M,Other Than Home District,Technical,1,51.4
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,72.4
Gurukul Education Society's Institute of Engineering & Technology Nandgaon,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,70.2
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,M,Home District,Non Technical,1,60
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,SC,M,Home District,Non Technical,1,44.8
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OBC,M,Home District,Non Technical,1,42.4
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,F,Home District,Non Technical,1,54.8
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,M,Home District,Non Technical,2,56.8
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,M,Home District,Technical,1,73.8
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,SC,M,Home District,Technical,1,60.2
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OBC,M,Home District,Technical,1,72.2
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,F,Home District,Technical,1,66.4
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,60
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,67
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,2,53
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,77.8
Nikam Institute of Technology Polytechnic Dhule,Civil Engineering,OBC,F,Other Than Home District,Technical,1,58.13
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,M,Home District,Non Technical,1,66.2
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,SC,M,Home District,Non Technical,1,52.8
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,NTC,M,Home District,Non Technical,1,48.4
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OBC,M,Home District,Non Technical,1,53
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,F,Home District,Non Technical,1,64
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,SC,F,Home District,Non Technical,1,58.4
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,M,Home District,Technical,1,83.8
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,SC,M,Home District,Technical,1,78.4
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,ST,M,Home District,Technical,1,77.2
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,F,Home District,Technical,1,82.2
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OBC,F,Home District,Technical,1,68.2
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,F,Other Than Home District,Non Technical,1,76.8
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,M,Other Than Home District,Non Technical,1,53.4
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,OPEN,M,Other Than Home District,Technical,1,86.5
Nikam Institute of Technology Polytechnic Dhule,Computer Engineering,TFWS,G,State Level,Non Technical,1,76
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,M,Home District,Non Technical,1,65
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,NTB,M,Home District,Non Technical,1,52
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OBC,M,Home District,Non Technical,1,55
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,F,Home District,Non Technical,1,39.4
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,F,Home District,Non Technical,2,40.2
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,M,Home District,Technical,1,83.2
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OBC,M,Home District,Technical,1,75.8
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,47.4
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,53.2
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,2,64.4
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,76.8
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,76.8
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,EWS,G,State Level,Non Technical,1,51
Nikam Institute of Technology Polytechnic Dhule,Electrical Engineering,TFWS,G,State Level,Non Technical,1,68.6
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,75.2
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,SC,M,Home District,Non Technical,1,51.8
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,ST,M,Home District,Non Technical,1,48.8
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,NTD,M,Home District,Non Technical,1,57
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OBC,M,Home District,Non Technical,1,70.2
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,F,Home District,Non Technical,2,69
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,58
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,M,Home District,Technical,1,52.4
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,NTB,M,Home District,Technical,1,78.2
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OBC,M,Home District,Technical,1,86.4
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OBC,F,Home District,Technical,2,63.2
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,56.4
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,58.6
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,2,62
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,82.2
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,70.8
Nikam Institute of Technology Polytechnic Dhule,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,77
Government Polytechnic Nashik,Computer Technology,OPEN,M,Home District,Non Technical,1,95
Government Polytechnic Nashik,Computer Technology,SC,M,Home District,Non Technical,1,90.8
Government Polytechnic Nashik,Computer Technology,ST,M,Home District,Non Technical,1,89.2
Government Polytechnic Nashik,Computer Technology,NTB,M,Home District,Non Technical,1,92.6
Government Polytechnic Nashik,Computer Technology,NTC,M,Home District,Non Technical,1,93.8
Government Polytechnic Nashik,Computer Technology,NTD,M,Home District,Non Technical,1,93.8
Government Polytechnic Nashik,Computer Technology,OBC,M,Home District,Non Technical,1,94.8
Government Polytechnic Nashik,Computer Technology,SEBC,M,Home District,Non Technical,1,93.2
Government Polytechnic Nashik,Computer Technology,OPEN,F,Home District,Non Technical,1,95.8
Government Polytechnic Nashik,Computer Technology,SC,F,Home District,Non Technical,1,91.4
Government Polytechnic Nashik,Computer Technology,ST,F,Home District,Non Technical,1,87
Government Polytechnic Nashik,Computer Technology,OBC,F,Home District,Non Technical,1,94.8
Government Polytechnic Nashik,Computer Technology,SEBC,F,Home District,Non Technical,1,93.6
Government Polytechnic Nashik,Computer Technology,PWD,M,Home District,Non Technical,1,87.6
Government Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Technical,1,93
Government Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Technical,1,92.4
Government Polytechnic Nashik,Computer Technology,OPEN,M,Other Than Home District,Non Technical,1,96
Government Polytechnic Nashik,Computer Technology,SC,M,Other Than Home District,Non Technical,1,93.4
Government Polytechnic Nashik,Computer Technology,ST,M,Other Than Home District,Non Technical,1,85.2
Government Polytechnic Nashik,Computer Technology,NTA,M,Other Than Home District,Non Technical,1,96
Government Polytechnic Nashik,Computer Technology,NTB,M,Other Than Home District,Non Technical,1,95.6
Government Polytechnic Nashik,Computer Technology,NTC,M,Other Than Home District,Non Technical,1,95.8
Government Polytechnic Nashik,Computer Technology,OBC,M,Other Than Home District,Non Technical,1,95.8
Government Polytechnic Nashik,Computer Technology,SEBC,M,Other Than Home District,Non Technical,1,94.2
Government Polytechnic Nashik,Computer Technology,OPEN,G,State Level,Non Technical,1,96.2
Government Polytechnic Nashik,Computer Technology,OBC,G,State Level,Non Technical,1,93.17
Government Polytechnic Nashik,Computer Technology,EWS,G,State Level,Non Technical,1,93.8
Government Polytechnic Nashik,Computer Technology,TFWS,G,State Level,Non Technical,1,96.2
Government Polytechnic Nashik,Computer Technology,SC,G,State Level,Non Technical,1,79.8
Government Polytechnic Nashik,Computer Technology,OBC,G,State Level,Non Technical,1,89.8
Government Polytechnic Nashik,Information Technology,OPEN,M,Home District,Non Technical,1,94.4
Government Polytechnic Nashik,Information Technology,SC,M,Home District,Non Technical,1,90.2
Government Polytechnic Nashik,Information Technology,ST,M,Home District,Non Technical,1,87
Government Polytechnic Nashik,Information Technology,NTB,M,Home District,Non Technical,1,92.2
Government Polytechnic Nashik,Information Technology,NTC,M,Home District,Non Technical,1,93.8
Government Polytechnic Nashik,Information Technology,NTD,M,Home District,Non Technical,1,93.6
Government Polytechnic Nashik,Information Technology,OBC,M,Home District,Non Technical,1,93.8
Government Polytechnic Nashik,Information Technology,SEBC,M,Home District,Non Technical,1,92.2
Government Polytechnic Nashik,Information Technology,OPEN,F,Home District,Non Technical,1,95.2
Government Polytechnic Nashik,Information Technology,SC,F,Home District,Non Technical,1,91.8
Government Polytechnic Nashik,Information Technology,ST,F,Home District,Non Technical,1,88.6
Government Polytechnic Nashik,Information Technology,NTA,F,Home District,Non Technical,1,92.8
Government Polytechnic Nashik,Information Technology,OBC,F,Home District,Non Technical,1,94.2
Government Polytechnic Nashik,Information Technology,SEBC,F,Home District,Non Technical,1,92.6
Government Polytechnic Nashik,Information Technology,PWD,M,Home District,Non Technical,1,90
Government Polytechnic Nashik,Information Technology,PWD,F,Home District,Non Technical,1,73.4
Government Polytechnic Nashik,Information Technology,OPEN,M,Home District,Technical,1,94.2
Government Polytechnic Nashik,Information Technology,SC,M,Home District,Technical,1,84.2
Government Polytechnic Nashik,Information Technology,NTC,F,Home District,Technical,1,93.2
Government Polytechnic Nashik,Information Technology,OBC,F,Home District,Technical,1,90.6
Government Polytechnic Nashik,Information Technology,NTA,M,Home District,Technical,1,78.4
Government Polytechnic Nashik,Information Technology,OPEN,M,Other Than Home District,Non Technical,1,94.8
Government Polytechnic Nashik,Information Technology,SC,M,Other Than Home District,Non Technical,1,92.4
Government Polytechnic Nashik,Information Technology,ST,M,Other Than Home District,Non Technical,1,82.2
Government Polytechnic Nashik,Information Technology,NTB,M,Other Than Home District,Non Technical,1,93.8
Government Polytechnic Nashik,Information Technology,OBC,M,Other Than Home District,Non Technical,1,94.6
Government Polytechnic Nashik,Information Technology,SEBC,M,Other Than Home District,Non Technical,1,94
Government Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Non Technical,1,95.4
Government Polytechnic Nashik,Information Technology,OBC,F,Other Than Home District,Non Technical,1,94.4
Government Polytechnic Nashik,Information Technology,OPEN,F,Other Than Home District,Technical,1,93.6
Government Polytechnic Nashik,Information Technology,SEBC,F,Other Than Home District,Technical,1,90.8
Government Polytechnic Nashik,Information Technology,ST,M,Other Than Home District,Technical,1,84.8
Government Polytechnic Nashik,Information Technology,DEF,G,State Level,Non Technical,1,89.2
Government Polytechnic Nashik,Information Technology,DEF,G,State Level,Non Technical,1,86
Government Polytechnic Nashik,Information Technology,EWS,G,State Level,Technical,1,91.8
Government Polytechnic Nashik,Information Technology,TFWS,G,State Level,Technical,1,94.8
Government Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Non Technical,1,89
Government Polytechnic Nashik,Civil Engineering,SC,M,Home District,Non Technical,1,82.8
Government Polytechnic Nashik,Civil Engineering,ST,M,Home District,Non Technical,1,85.8
Government Polytechnic Nashik,Civil Engineering,NTA,M,Home District,Non Technical,1,83.8
Government Polytechnic Nashik,Civil Engineering,NTB,M,Home District,Non Technical,1,86.8
Government Polytechnic Nashik,Civil Engineering,NTC,M,Home District,Non Technical,1,86.2
Government Polytechnic Nashik,Civil Engineering,NTD,M,Home District,Non Technical,1,88.5
Government Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Non Technical,1,88.2
Government Polytechnic Nashik,Civil Engineering,SEBC,M,Home District,Non Technical,1,74
Government Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Non Technical,1,89.8
Government Polytechnic Nashik,Civil Engineering,SC,F,Home District,Non Technical,1,86.6
Government Polytechnic Nashik,Civil Engineering,ST,F,Home District,Non Technical,1,88.6
Government Polytechnic Nashik,Civil Engineering,NTB,F,Home District,Non Technical,1,86.6
Government Polytechnic Nashik,Civil Engineering,NTD,F,Home District,Non Technical,1,87.6
Government Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Non Technical,1,88
Government Polytechnic Nashik,Civil Engineering,SEBC,F,Home District,Non Technical,1,88
Government Polytechnic Nashik,Civil Engineering,PWD,M,Home District,Non Technical,1,82
Government Polytechnic Nashik,Civil Engineering,PWD,M,Home District,Non Technical,1,80.2
Government Polytechnic Nashik,Civil Engineering,PWD,M,Home District,Non Technical,1,64.2
Government Polytechnic Nashik,Civil Engineering,OPEN,M,Home District,Technical,1,82.8
Government Polytechnic Nashik,Civil Engineering,ST,M,Home District,Technical,1,79.8
Government Polytechnic Nashik,Civil Engineering,OBC,M,Home District,Technical,1,82.4
Government Polytechnic Nashik,Civil Engineering,OPEN,F,Home District,Technical,1,93
Government Polytechnic Nashik,Civil Engineering,OBC,F,Home District,Technical,1,79.4
Government Polytechnic Nashik,Civil Engineering,SC,F,Home District,Technical,1,90
Government Polytechnic Nashik,Civil Engineering,NTD,F,Home District,Technical,1,91.4
Government Polytechnic Nashik,Civil Engineering,SEBC,F,Home District,Technical,1,88.8
Government Polytechnic Nashik,Civil Engineering,SC,M,Home District,Technical,1,89.4
Government Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Non Technical,1,90
Government Polytechnic Nashik,Civil Engineering,SC,M,Other Than Home District,Non Technical,1,82.2
Government Polytechnic Nashik,Civil Engineering,ST,M,Other Than Home District,Non Technical,1,85.2
Government Polytechnic Nashik,Civil Engineering,NTB,M,Other Than Home District,Non Technical,1,85.4
Government Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Non Technical,1,87
Government Polytechnic Nashik,Civil Engineering,SEBC,M,Other Than Home District,Non Technical,1,85.8
Government Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Non Technical,1,88
Government Polytechnic Nashik,Civil Engineering,SC,F,Other Than Home District,Non Technical,1,74
Government Polytechnic Nashik,Civil Engineering,NTA,F,Other Than Home District,Non Technical,1,79.8
Government Polytechnic Nashik,Civil Engineering,NTC,F,Other Than Home District,Non Technical,1,83.4
Government Polytechnic Nashik,Civil Engineering,OBC,F,Other Than Home District,Non Technical,1,84.6
Government Polytechnic Nashik,Civil Engineering,SEBC,F,Other Than Home District,Non Technical,1,79.2
Government Polytechnic Nashik,Civil Engineering,OPEN,M,Other Than Home District,Technical,1,74.6
Government Polytechnic Nashik,Civil Engineering,OBC,M,Other Than Home District,Technical,1,73.4
Government Polytechnic Nashik,Civil Engineering,OPEN,F,Other Than Home District,Technical,1,73
Government Polytechnic Nashik,Civil Engineering,NTC,M,Other Than Home District,Technical,1,72.8
Government Polytechnic Nashik,Civil Engineering,NTA,M,Other Than Home District,Technical,1,57.4
Government Polytechnic Nashik,Civil Engineering,SEBC,M,Other Than Home District,Technical,1,87.2
Government Polytechnic Nashik,Civil Engineering,DEF,G,State Level,Non Technical,1,81
Government Polytechnic Nashik,Civil Engineering,EWS,G,State Level,Non Technical,1,66.6
Government Polytechnic Nashik,Civil Engineering,TFWS,G,State Level,Non Technical,1,92.6
Government Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Non Technical,1,89.2
Government Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Non Technical,1,80.4
Government Polytechnic Nashik,Mechanical Engineering,ST,M,Home District,Non Technical,1,80.6
Government Polytechnic Nashik,Mechanical Engineering,NTA,M,Home District,Non Technical,1,79.4
Government Polytechnic Nashik,Mechanical Engineering,NTB,M,Home District,Non Technical,1,84.8
Government Polytechnic Nashik,Mechanical Engineering,NTC,M,Home District,Non Technical,1,82.2
Government Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Non Technical,1,88.8
Government Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Non Technical,1,88.2
Government Polytechnic Nashik,Mechanical Engineering,SEBC,M,Home District,Non Technical,1,81.2
Government Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Non Technical,1,89.6
Government Polytechnic Nashik,Mechanical Engineering,SC,F,Home District,Non Technical,1,84
Government Polytechnic Nashik,Mechanical Engineering,ST,F,Home District,Non Technical,1,77.4
Government Polytechnic Nashik,Mechanical Engineering,NTA,F,Home District,Non Technical,1,64.8
Government Polytechnic Nashik,Mechanical Engineering,NTC,F,Home District,Non Technical,1,83.4
Government Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Non Technical,1,87
Government Polytechnic Nashik,Mechanical Engineering,SEBC,F,Home District,Non Technical,1,80.8
Government Polytechnic Nashik,Mechanical Engineering,OPEN,M,Home District,Technical,1,90
Government Polytechnic Nashik,Mechanical Engineering,SC,M,Home District,Technical,1,89.8
Government Polytechnic Nashik,Mechanical Engineering,NTD,M,Home District,Technical,1,83.4
Government Polytechnic Nashik,Mechanical Engineering,OBC,M,Home District,Technical,1,85.8
Government Polytechnic Nashik,Mechanical Engineering,OPEN,F,Home District,Technical,1,70
Government Polytechnic Nashik,Mechanical Engineering,OBC,F,Home District,Technical,1,84.2
Government Polytechnic Nashik,Mechanical Engineering,NTB,M,Other Than Home District,Non Technical,1,84.2
Government Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Non Technical,1,77.6
Government Polytechnic Nashik,Mechanical Engineering,NTA,M,Other Than Home District,Non Technical,1,85
Government Polytechnic Nashik,Mechanical Engineering,NTB,M,Other Than Home District,Non Technical,1,87.6
Government Polytechnic Nashik,Mechanical Engineering,NTC,M,Other Than Home District,Non Technical,1,89
Government Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Non Technical,1,88.6
Government Polytechnic Nashik,Mechanical Engineering,SEBC,M,Other Than Home District,Non Technical,1,85
Government Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Non Technical,1,84.4
Government Polytechnic Nashik,Mechanical Engineering,SC,F,Other Than Home District,Non Technical,1,72.8
Government Polytechnic Nashik,Mechanical Engineering,OBC,F,Other Than Home District,Non Technical,1,80.4
Government Polytechnic Nashik,Mechanical Engineering,SEBC,F,Other Than Home District,Non Technical,1,76.4
Government Polytechnic Nashik,Mechanical Engineering,OPEN,M,Other Than Home District,Technical,1,92.4
Government Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,89
Government Polytechnic Nashik,Mechanical Engineering,OPEN,F,Other Than Home District,Technical,1,86
Government Polytechnic Nashik,Mechanical Engineering,SC,M,Other Than Home District,Technical,1,80.33
Government Polytechnic Nashik,Mechanical Engineering,ST,M,Other Than Home District,Technical,1,74.4
Government Polytechnic Nashik,Mechanical Engineering,OBC,M,Other Than Home District,Technical,1,85
Government Polytechnic Nashik,Mechanical Engineering,SEBC,M,Other Than Home District,Technical,1,77
Government Polytechnic Nashik,Mechanical Engineering,DEF,G,State Level,Non Technical,1,78.83
Government Polytechnic Nashik,Mechanical Engineering,EWS,G,State Level,Non Technical,1,58.2
Government Polytechnic Nashik,Mechanical Engineering,TFWS,G,State Level,Non Technical,1,91
Government Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Non Technical,1,91
Government Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Non Technical,1,85.8
Government Polytechnic Nashik,Electrical Engineering,ST,M,Home District,Non Technical,1,85.6
Government Polytechnic Nashik,Electrical Engineering,NTA,M,Home District,Non Technical,1,88.2
Government Polytechnic Nashik,Electrical Engineering,NTC,M,Home District,Non Technical,1,87.6
Government Polytechnic Nashik,Electrical Engineering,NTD,M,Home District,Non Technical,1,89.8
Government Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Non Technical,1,90.4
Government Polytechnic Nashik,Electrical Engineering,SEBC,M,Home District,Non Technical,1,76.8
Government Polytechnic Nashik,Electrical Engineering,OPEN,F,Home District,Non Technical,1,91.2
Government Polytechnic Nashik,Electrical Engineering,SC,F,Home District,Non Technical,1,86.8
Government Polytechnic Nashik,Electrical Engineering,NTB,F,Home District,Non Technical,1,80.2
Government Polytechnic Nashik,Electrical Engineering,OBC,F,Home District,Non Technical,1,90.6
Government Polytechnic Nashik,Electrical Engineering,SEBC,F,Home District,Non Technical,1,86
Government Polytechnic Nashik,Electrical Engineering,PWD,M,Home District,Non Technical,1,64.4
Government Polytechnic Nashik,Electrical Engineering,OPEN,M,Home District,Technical,1,92.6
Government Polytechnic Nashik,Electrical Engineering,OBC,M,Home District,Technical,1,89
Government Polytechnic Nashik,Electrical Engineering,SC,M,Home District,Technical,1,89.8
Government Polytechnic Nashik,Electrical Engineering,NTB,M,Home District,Technical,1,89
Government Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Non Technical,1,90.6
Government Polytechnic Nashik,Electrical Engineering,SC,M,Other Than Home District,Non Technical,1,84.6
Government Polytechnic Nashik,Electrical Engineering,ST,M,Other Than Home District,Non Technical,1,85.8
Government Polytechnic Nashik,Electrical Engineering,NTC,M,Other Than Home District,Non Technical,1,89.2
Government Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Non Technical,1,90.6
Government Polytechnic Nashik,Electrical Engineering,SEBC,M,Other Than Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Non Technical,1,94.8
Government Polytechnic Nashik,Electrical Engineering,SC,F,Other Than Home District,Non Technical,1,84.8
Government Polytechnic Nashik,Electrical Engineering,OBC,F,Other Than Home District,Non Technical,1,88.6
Government Polytechnic Nashik,Electrical Engineering,OPEN,M,Other Than Home District,Technical,1,86.6
Government Polytechnic Nashik,Electrical Engineering,OBC,M,Other Than Home District,Technical,1,85.4
Government Polytechnic Nashik,Electrical Engineering,OPEN,F,Other Than Home District,Technical,1,76.4
Government Polytechnic Nashik,Electrical Engineering,DEF,G,State Level,Non Technical,1,72
Government Polytechnic Nashik,Electrical Engineering,OBC,G,State Level,Non Technical,1,68.33
Government Polytechnic Nashik,Electrical Engineering,EWS,G,State Level,Non Technical,1,70.4
Government Polytechnic Nashik,Electrical Engineering,TFWS,G,State Level,Non Technical,1,92.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Non Technical,1,92
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Non Technical,1,86.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Non Technical,1,74.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTA,M,Home District,Non Technical,1,89.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTB,M,Home District,Non Technical,1,88.4
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,M,Home District,Non Technical,1,89.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTD,M,Home District,Non Technical,1,91.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Non Technical,1,91.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,M,Home District,Non Technical,1,81.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,F,Home District,Non Technical,1,93
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,F,Home District,Non Technical,1,86.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,F,Home District,Non Technical,1,86.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,NTC,F,Home District,Non Technical,1,91
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,F,Home District,Non Technical,1,91.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SEBC,F,Home District,Non Technical,1,82.2
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OPEN,M,Home District,Technical,1,88.8
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,SC,M,Home District,Technical,1,66.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,ST,M,Home District,Technical,1,87.6
Government Polytechnic Nashik,Electronics & Telecommunication Engineering,OBC,M,Home District,Technical,1,87.6
